"","names","x","Ind.SNP","PC","Trait"
"7637","sum",-14.9394327819838,"F116","PC1","FNMain "
"7638","median",-0.145623391031408,"F116","PC1","FNMain "
"7639","mean",-0.149394327819838,"F116","PC1","FNMain "
"7640","SE.mean",0.00562356247744906,"F116","PC1","FNMain "
"7641","CI.mean.0.95",0.0111583679960597,"F116","PC1","FNMain "
"7642","var",0.0031624454937773,"F116","PC1","FNMain "
"7643","std.dev",0.0562356247744906,"F116","PC1","FNMain "
"7644","coef.var",-0.376424095848591,"F116","PC1","FNMain "
"7645","nbr.val",100,"F116","PC1","FNsmall "
"7646","nbr.null",0,"F116","PC1","FNsmall "
"7647","nbr.na",0,"F116","PC1","FNsmall "
"7648","min",-0.27098059960805,"F116","PC1","FNsmall "
"7649","max",0.0807783782142552,"F116","PC1","FNsmall "
"7650","range",0.351758977822305,"F116","PC1","FNsmall "
"7651","sum",-11.6431106904074,"F116","PC1","FNsmall "
"7652","median",-0.119098664564848,"F116","PC1","FNsmall "
"7653","mean",-0.116431106904074,"F116","PC1","FNsmall "
"7654","SE.mean",0.00682743880353424,"F116","PC1","FNsmall "
"7655","CI.mean.0.95",0.0135471198098915,"F116","PC1","FNsmall "
"7656","var",0.00466139206160051,"F116","PC1","FNsmall "
"7657","std.dev",0.0682743880353424,"F116","PC1","FNsmall "
"7658","coef.var",-0.586393016872996,"F116","PC1","FNsmall "
"7659","nbr.val",100,"F116","PC1","FW_1 "
"7660","nbr.null",0,"F116","PC1","FW_1 "
"7661","nbr.na",0,"F116","PC1","FW_1 "
"7662","min",0.583951443703951,"F116","PC1","FW_1 "
"7663","max",0.669890501222469,"F116","PC1","FW_1 "
"7664","range",0.0859390575185179,"F116","PC1","FW_1 "
"7665","sum",63.233750594338,"F116","PC1","FW_1 "
"7666","median",0.632844463755205,"F116","PC1","FW_1 "
"7667","mean",0.63233750594338,"F116","PC1","FW_1 "
"7668","SE.mean",0.00187518240989031,"F116","PC1","FW_1 "
"7669","CI.mean.0.95",0.00372076872502103,"F116","PC1","FW_1 "
"7670","var",0.000351630907036204,"F116","PC1","FW_1 "
"7671","std.dev",0.0187518240989031,"F116","PC1","FW_1 "
"7672","coef.var",0.0296547712616341,"F116","PC1","FW_1 "
"7673","nbr.val",100,"F116","PC1","FW_50 "
"7674","nbr.null",0,"F116","PC1","FW_50 "
"7675","nbr.na",0,"F116","PC1","FW_50 "
"7676","min",0.620602295732766,"F116","PC1","FW_50 "
"7677","max",0.70398476658035,"F116","PC1","FW_50 "
"7678","range",0.083382470847584,"F116","PC1","FW_50 "
"7679","sum",66.1821300378157,"F116","PC1","FW_50 "
"7680","median",0.660614569662195,"F116","PC1","FW_50 "
"7681","mean",0.661821300378157,"F116","PC1","FW_50 "
"7682","SE.mean",0.00156398903487272,"F116","PC1","FW_50 "
"7683","CI.mean.0.95",0.00310329355508972,"F116","PC1","FW_50 "
"7684","var",0.000244606170120209,"F116","PC1","FW_50 "
"7685","std.dev",0.0156398903487272,"F116","PC1","FW_50 "
"7686","coef.var",0.0236315910953466,"F116","PC1","FW_50 "
"7687","nbr.val",100,"F116","PC1","GFW_1 "
"7688","nbr.null",0,"F116","PC1","GFW_1 "
"7689","nbr.na",0,"F116","PC1","GFW_1 "
"7690","min",0.581346153962648,"F116","PC1","GFW_1 "
"7691","max",0.663151855979995,"F116","PC1","GFW_1 "
"7692","range",0.081805702017347,"F116","PC1","GFW_1 "
"7693","sum",63.0553165419656,"F116","PC1","GFW_1 "
"7694","median",0.633623359169033,"F116","PC1","GFW_1 "
"7695","mean",0.630553165419656,"F116","PC1","GFW_1 "
"7696","SE.mean",0.00187245869897792,"F116","PC1","GFW_1 "
"7697","CI.mean.0.95",0.00371536429165744,"F116","PC1","GFW_1 "
"7698","var",0.000350610157937809,"F116","PC1","GFW_1 "
"7699","std.dev",0.0187245869897792,"F116","PC1","GFW_1 "
"7700","coef.var",0.029695492809583,"F116","PC1","GFW_1 "
"7701","nbr.val",100,"F116","PC1","GFW_50 "
"7702","nbr.null",0,"F116","PC1","GFW_50 "
"7703","nbr.na",0,"F116","PC1","GFW_50 "
"7704","min",0.612492219791022,"F116","PC1","GFW_50 "
"7705","max",0.719035012157869,"F116","PC1","GFW_50 "
"7706","range",0.106542792366847,"F116","PC1","GFW_50 "
"7707","sum",66.818824396627,"F116","PC1","GFW_50 "
"7708","median",0.668526394537588,"F116","PC1","GFW_50 "
"7709","mean",0.66818824396627,"F116","PC1","GFW_50 "
"7710","SE.mean",0.00175479686717702,"F116","PC1","GFW_50 "
"7711","CI.mean.0.95",0.00348189769044339,"F116","PC1","GFW_50 "
"7712","var",0.00030793120450543,"F116","PC1","GFW_50 "
"7713","std.dev",0.0175479686717702,"F116","PC1","GFW_50 "
"7714","coef.var",0.0262620134823205,"F116","PC1","GFW_50 "
"7715","nbr.val",100,"F116","PC1","GHW_1 "
"7716","nbr.null",0,"F116","PC1","GHW_1 "
"7717","nbr.na",0,"F116","PC1","GHW_1 "
"7718","min",0.577455222237913,"F116","PC1","GHW_1 "
"7719","max",0.677316351701908,"F116","PC1","GHW_1 "
"7720","range",0.0998611294639949,"F116","PC1","GHW_1 "
"7721","sum",62.4410404248293,"F116","PC1","GHW_1 "
"7722","median",0.624013927733085,"F116","PC1","GHW_1 "
"7723","mean",0.624410404248293,"F116","PC1","GHW_1 "
"7724","SE.mean",0.00203058409162948,"F116","PC1","GHW_1 "
"7725","CI.mean.0.95",0.00402911937623292,"F116","PC1","GHW_1 "
"7726","var",0.000412327175317872,"F116","PC1","GHW_1 "
"7727","std.dev",0.0203058409162948,"F116","PC1","GHW_1 "
"7728","coef.var",0.0325200233342369,"F116","PC1","GHW_1 "
"7729","nbr.val",100,"F116","PC1","GHW_50 "
"7730","nbr.null",0,"F116","PC1","GHW_50 "
"7731","nbr.na",0,"F116","PC1","GHW_50 "
"7732","min",0.613905665305755,"F116","PC1","GHW_50 "
"7733","max",0.692911175730276,"F116","PC1","GHW_50 "
"7734","range",0.0790055104245211,"F116","PC1","GHW_50 "
"7735","sum",65.5211511137013,"F116","PC1","GHW_50 "
"7736","median",0.656541683991289,"F116","PC1","GHW_50 "
"7737","mean",0.655211511137013,"F116","PC1","GHW_50 "
"7738","SE.mean",0.00159644834106656,"F116","PC1","GHW_50 "
"7739","CI.mean.0.95",0.00316769986067628,"F116","PC1","GHW_50 "
"7740","var",0.000254864730569417,"F116","PC1","GHW_50 "
"7741","std.dev",0.0159644834106656,"F116","PC1","GHW_50 "
"7742","coef.var",0.024365389098494,"F116","PC1","GHW_50 "
"7743","nbr.val",100,"F116","PC1","HD_1 "
"7744","nbr.null",0,"F116","PC1","HD_1 "
"7745","nbr.na",0,"F116","PC1","HD_1 "
"7746","min",0.593030669472219,"F116","PC1","HD_1 "
"7747","max",0.661731233187857,"F116","PC1","HD_1 "
"7748","range",0.0687005637156379,"F116","PC1","HD_1 "
"7749","sum",63.0836633176442,"F116","PC1","HD_1 "
"7750","median",0.631485552607931,"F116","PC1","HD_1 "
"7751","mean",0.630836633176441,"F116","PC1","HD_1 "
"7752","SE.mean",0.00153523479867503,"F116","PC1","HD_1 "
"7753","CI.mean.0.95",0.00304623891219636,"F116","PC1","HD_1 "
"7754","var",0.000235694588706276,"F116","PC1","HD_1 "
"7755","std.dev",0.0153523479867503,"F116","PC1","HD_1 "
"7756","coef.var",0.0243364877360512,"F116","PC1","HD_1 "
"7757","nbr.val",100,"F116","PC1","HD_50. "
"7758","nbr.null",0,"F116","PC1","HD_50. "
"7759","nbr.na",0,"F116","PC1","HD_50. "
"7760","min",0.603670811421213,"F116","PC1","HD_50. "
"7761","max",0.694991990892841,"F116","PC1","HD_50. "
"7762","range",0.091321179471628,"F116","PC1","HD_50. "
"7763","sum",65.5950213660142,"F116","PC1","HD_50. "
"7764","median",0.654529420486147,"F116","PC1","HD_50. "
"7765","mean",0.655950213660142,"F116","PC1","HD_50. "
"7766","SE.mean",0.00158842162661356,"F116","PC1","HD_50. "
"7767","CI.mean.0.95",0.0031517731177931,"F116","PC1","HD_50. "
"7768","var",0.000252308326389367,"F116","PC1","HD_50. "
"7769","std.dev",0.0158842162661356,"F116","PC1","HD_50. "
"7770","coef.var",0.0242155821209404,"F116","PC1","HD_50. "
"7771","nbr.val",100,"F116","PC1","HM_1 "
"7772","nbr.null",0,"F116","PC1","HM_1 "
"7773","nbr.na",0,"F116","PC1","HM_1 "
"7774","min",0.588737928002556,"F116","PC1","HM_1 "
"7775","max",0.661721452549318,"F116","PC1","HM_1 "
"7776","range",0.072983524546762,"F116","PC1","HM_1 "
"7777","sum",62.8083085721374,"F116","PC1","HM_1 "
"7778","median",0.630865051756727,"F116","PC1","HM_1 "
"7779","mean",0.628083085721374,"F116","PC1","HM_1 "
"7780","SE.mean",0.00184775881787442,"F116","PC1","HM_1 "
"7781","CI.mean.0.95",0.0036663543688697,"F116","PC1","HM_1 "
"7782","var",0.000341421264903268,"F116","PC1","HM_1 "
"7783","std.dev",0.0184775881787442,"F116","PC1","HM_1 "
"7784","coef.var",0.0294190189145471,"F116","PC1","HM_1 "
"7785","nbr.val",100,"F116","PC1","HM_50 "
"7786","nbr.null",0,"F116","PC1","HM_50 "
"7787","nbr.na",0,"F116","PC1","HM_50 "
"7788","min",0.58997750084659,"F116","PC1","HM_50 "
"7789","max",0.667660591019448,"F116","PC1","HM_50 "
"7790","range",0.077683090172858,"F116","PC1","HM_50 "
"7791","sum",62.9758356511527,"F116","PC1","HM_50 "
"7792","median",0.629175794357107,"F116","PC1","HM_50 "
"7793","mean",0.629758356511527,"F116","PC1","HM_50 "
"7794","SE.mean",0.00171862082592112,"F116","PC1","HM_50 "
"7795","CI.mean.0.95",0.00341011657614213,"F116","PC1","HM_50 "
"7796","var",0.000295365754328979,"F116","PC1","HM_50 "
"7797","std.dev",0.0171862082592112,"F116","PC1","HM_50 "
"7798","coef.var",0.0272901630943211,"F116","PC1","HM_50 "
"7799","nbr.val",100,"F116","PC1","HW_1 "
"7800","nbr.null",0,"F116","PC1","HW_1 "
"7801","nbr.na",0,"F116","PC1","HW_1 "
"7802","min",0.576894966559564,"F116","PC1","HW_1 "
"7803","max",0.676123518355137,"F116","PC1","HW_1 "
"7804","range",0.099228551795573,"F116","PC1","HW_1 "
"7805","sum",62.5030346529793,"F116","PC1","HW_1 "
"7806","median",0.623550947409067,"F116","PC1","HW_1 "
"7807","mean",0.625030346529793,"F116","PC1","HW_1 "
"7808","SE.mean",0.00184843571241342,"F116","PC1","HW_1 "
"7809","CI.mean.0.95",0.00366769747448842,"F116","PC1","HW_1 "
"7810","var",0.00034167145829253,"F116","PC1","HW_1 "
"7811","std.dev",0.0184843571241342,"F116","PC1","HW_1 "
"7812","coef.var",0.0295735354719343,"F116","PC1","HW_1 "
"7813","nbr.val",100,"F116","PC1","HW_50 "
"7814","nbr.null",0,"F116","PC1","HW_50 "
"7815","nbr.na",0,"F116","PC1","HW_50 "
"7816","min",0.60870683993369,"F116","PC1","HW_50 "
"7817","max",0.690663989446505,"F116","PC1","HW_50 "
"7818","range",0.081957149512815,"F116","PC1","HW_50 "
"7819","sum",65.2666235135186,"F116","PC1","HW_50 "
"7820","median",0.654542320848321,"F116","PC1","HW_50 "
"7821","mean",0.652666235135186,"F116","PC1","HW_50 "
"7822","SE.mean",0.00171097878090561,"F116","PC1","HW_50 "
"7823","CI.mean.0.95",0.00339495310087757,"F116","PC1","HW_50 "
"7824","var",0.000292744838870925,"F116","PC1","HW_50 "
"7825","std.dev",0.0171097878090561,"F116","PC1","HW_50 "
"7826","coef.var",0.0262152182662126,"F116","PC1","HW_50 "
"7827","nbr.val",100,"F116","PC1","TFN. "
"7828","nbr.null",0,"F116","PC1","TFN. "
"7829","nbr.na",0,"F116","PC1","TFN. "
"7830","min",-0.20870459920933,"F116","PC1","TFN. "
"7831","max",0.0530278481987461,"F116","PC1","TFN. "
"7832","range",0.261732447408076,"F116","PC1","TFN. "
"7833","sum",-4.98149962772693,"F116","PC1","TFN. "
"7834","median",-0.0418350676613913,"F116","PC1","TFN. "
"7835","mean",-0.0498149962772693,"F116","PC1","TFN. "
"7836","SE.mean",0.00568851595564017,"F116","PC1","TFN. "
"7837","CI.mean.0.95",0.011287249788551,"F116","PC1","TFN. "
"7838","var",0.00323592137775728,"F116","PC1","TFN. "
"7839","std.dev",0.0568851595564017,"F116","PC1","TFN. "
"7840","coef.var",-1.14192841127158,"F116","PC1","TFN. "
"7841","nbr.val",100,"F116","PC1","fprinGW "
"7842","nbr.null",0,"F116","PC1","fprinGW "
"7843","nbr.na",0,"F116","PC1","fprinGW "
"7844","min",0.604134085305392,"F116","PC1","fprinGW "
"7845","max",0.704008277374238,"F116","PC1","fprinGW "
"7846","range",0.099874192068846,"F116","PC1","fprinGW "
"7847","sum",65.6430249877996,"F116","PC1","fprinGW "
"7848","median",0.657039401452411,"F116","PC1","fprinGW "
"7849","mean",0.656430249877996,"F116","PC1","fprinGW "
"7850","SE.mean",0.00174829739082468,"F116","PC1","fprinGW "
"7851","CI.mean.0.95",0.00346900131928864,"F116","PC1","fprinGW "
"7852","var",0.00030565437667644,"F116","PC1","fprinGW "
"7853","std.dev",0.0174829739082468,"F116","PC1","fprinGW "
"7854","coef.var",0.0266334068417722,"F116","PC1","fprinGW "
"7855","nbr.val",100,"F116","PC1","fprinM "
"7856","nbr.null",0,"F116","PC1","fprinM "
"7857","nbr.na",0,"F116","PC1","fprinM "
"7858","min",0.583249767789408,"F116","PC1","fprinM "
"7859","max",0.669682236113135,"F116","PC1","fprinM "
"7860","range",0.0864324683237271,"F116","PC1","fprinM "
"7861","sum",63.3357344651847,"F116","PC1","fprinM "
"7862","median",0.636224956149769,"F116","PC1","fprinM "
"7863","mean",0.633357344651846,"F116","PC1","fprinM "
"7864","SE.mean",0.00192401021225661,"F116","PC1","fprinM "
"7865","CI.mean.0.95",0.00381765367818494,"F116","PC1","fprinM "
"7866","var",0.000370181529686772,"F116","PC1","fprinM "
"7867","std.dev",0.0192401021225661,"F116","PC1","fprinM "
"7868","coef.var",0.0303779569070005,"F116","PC1","fprinM "
"7869","nbr.val",100,"F116","PC1","fprinW "
"7870","nbr.null",0,"F116","PC1","fprinW "
"7871","nbr.na",0,"F116","PC1","fprinW "
"7872","min",0.618254496841034,"F116","PC1","fprinW "
"7873","max",0.696740161057113,"F116","PC1","fprinW "
"7874","range",0.0784856642160791,"F116","PC1","fprinW "
"7875","sum",65.7820759757979,"F116","PC1","fprinW "
"7876","median",0.657343328250378,"F116","PC1","fprinW "
"7877","mean",0.657820759757979,"F116","PC1","fprinW "
"7878","SE.mean",0.0015958537741807,"F116","PC1","fprinW "
"7879","CI.mean.0.95",0.00316652011098251,"F116","PC1","fprinW "
"7880","var",0.000254674926856678,"F116","PC1","fprinW "
"7881","std.dev",0.015958537741807,"F116","PC1","fprinW "
"7882","coef.var",0.0242597052541765,"F116","PC1","fprinW "
"7883","nbr.val",100,"F116","PC1","fprind "
"7884","nbr.null",0,"F116","PC1","fprind "
"7885","nbr.na",0,"F116","PC1","fprind "
"7886","min",0.613309365694988,"F116","PC1","fprind "
"7887","max",0.693633103516108,"F116","PC1","fprind "
"7888","range",0.08032373782112,"F116","PC1","fprind "
"7889","sum",65.9063904355073,"F116","PC1","fprind "
"7890","median",0.660660137466567,"F116","PC1","fprind "
"7891","mean",0.659063904355073,"F116","PC1","fprind "
"7892","SE.mean",0.00179611830123015,"F116","PC1","fprind "
"7893","CI.mean.0.95",0.00356388838035545,"F116","PC1","fprind "
"7894","var",0.000322604095201386,"F116","PC1","fprind "
"7895","std.dev",0.0179611830123015,"F116","PC1","fprind "
"7896","coef.var",0.0272525666989415,"F116","PC1","fprind "
"7897","nbr.val",100,"F116","PC1~2","FD_1 "
"7898","nbr.null",0,"F116","PC1~2","FD_1 "
"7899","nbr.na",0,"F116","PC1~2","FD_1 "
"7900","min",0.572176517497038,"F116","PC1~2","FD_1 "
"7901","max",0.663018236280916,"F116","PC1~2","FD_1 "
"7902","range",0.090841718783878,"F116","PC1~2","FD_1 "
"7903","sum",62.3413864557359,"F116","PC1~2","FD_1 "
"7904","median",0.625888180792235,"F116","PC1~2","FD_1 "
"7905","mean",0.623413864557359,"F116","PC1~2","FD_1 "
"7906","SE.mean",0.00187600283793807,"F116","PC1~2","FD_1 "
"7907","CI.mean.0.95",0.00372239663226095,"F116","PC1~2","FD_1 "
"7908","var",0.00035193866479517,"F116","PC1~2","FD_1 "
"7909","std.dev",0.0187600283793807,"F116","PC1~2","FD_1 "
"7910","coef.var",0.0300924144391637,"F116","PC1~2","FD_1 "
"7911","nbr.val",100,"F116","PC1~2","FD_50. "
"7912","nbr.null",0,"F116","PC1~2","FD_50. "
"7913","nbr.na",0,"F116","PC1~2","FD_50. "
"7914","min",0.595287436904961,"F116","PC1~2","FD_50. "
"7915","max",0.695088972476428,"F116","PC1~2","FD_50. "
"7916","range",0.099801535571467,"F116","PC1~2","FD_50. "
"7917","sum",65.0243726868441,"F116","PC1~2","FD_50. "
"7918","median",0.650972181164925,"F116","PC1~2","FD_50. "
"7919","mean",0.650243726868441,"F116","PC1~2","FD_50. "
"7920","SE.mean",0.00189207885346354,"F116","PC1~2","FD_50. "
"7921","CI.mean.0.95",0.00375429493478055,"F116","PC1~2","FD_50. "
"7922","var",0.000357996238772391,"F116","PC1~2","FD_50. "
"7923","std.dev",0.0189207885346354,"F116","PC1~2","FD_50. "
"7924","coef.var",0.0290979947253894,"F116","PC1~2","FD_50. "
"7925","nbr.val",100,"F116","PC1~2","FM_1 "
"7926","nbr.null",0,"F116","PC1~2","FM_1 "
"7927","nbr.na",0,"F116","PC1~2","FM_1 "
"7928","min",0.573152293486534,"F116","PC1~2","FM_1 "
"7929","max",0.659120163506573,"F116","PC1~2","FM_1 "
"7930","range",0.085967870020039,"F116","PC1~2","FM_1 "
"7931","sum",61.9196340255882,"F116","PC1~2","FM_1 "
"7932","median",0.619786377305904,"F116","PC1~2","FM_1 "
"7933","mean",0.619196340255882,"F116","PC1~2","FM_1 "
"7934","SE.mean",0.00178425497142553,"F116","PC1~2","FM_1 "
"7935","CI.mean.0.95",0.00354034896025488,"F116","PC1~2","FM_1 "
"7936","var",0.000318356580305672,"F116","PC1~2","FM_1 "
"7937","std.dev",0.0178425497142553,"F116","PC1~2","FM_1 "
"7938","coef.var",0.028815657577824,"F116","PC1~2","FM_1 "
"7939","nbr.val",100,"F116","PC1~2","FM_50 "
"7940","nbr.null",0,"F116","PC1~2","FM_50 "
"7941","nbr.na",0,"F116","PC1~2","FM_50 "
"7942","min",0.580442948108429,"F116","PC1~2","FM_50 "
"7943","max",0.672126232882452,"F116","PC1~2","FM_50 "
"7944","range",0.091683284774023,"F116","PC1~2","FM_50 "
"7945","sum",62.9473281761975,"F116","PC1~2","FM_50 "
"7946","median",0.629762458873355,"F116","PC1~2","FM_50 "
"7947","mean",0.629473281761975,"F116","PC1~2","FM_50 "
"7948","SE.mean",0.00184410210787067,"F116","PC1~2","FM_50 "
"7949","CI.mean.0.95",0.00365909866289324,"F116","PC1~2","FM_50 "
"7950","var",0.000340071258425306,"F116","PC1~2","FM_50 "
"7951","std.dev",0.0184410210787067,"F116","PC1~2","FM_50 "
"7952","coef.var",0.0292959552263886,"F116","PC1~2","FM_50 "
"7953","nbr.val",100,"F116","PC1~2","FNMain "
"7954","nbr.null",0,"F116","PC1~2","FNMain "
"7955","nbr.na",0,"F116","PC1~2","FNMain "
"7956","min",-0.347451404669844,"F116","PC1~2","FNMain "
"7957","max",-0.0499696796051003,"F116","PC1~2","FNMain "
"7958","range",0.297481725064744,"F116","PC1~2","FNMain "
"7959","sum",-18.5472491698853,"F116","PC1~2","FNMain "
"7960","median",-0.183892989942583,"F116","PC1~2","FNMain "
"7961","mean",-0.185472491698853,"F116","PC1~2","FNMain "
"7962","SE.mean",0.00599043237308718,"F116","PC1~2","FNMain "
"7963","CI.mean.0.95",0.0118863174620116,"F116","PC1~2","FNMain "
"7964","var",0.0035885280016531,"F116","PC1~2","FNMain "
"7965","std.dev",0.0599043237308718,"F116","PC1~2","FNMain "
"7966","coef.var",-0.322982255655124,"F116","PC1~2","FNMain "
"7967","nbr.val",100,"F116","PC1~2","FNsmall "
"7968","nbr.null",0,"F116","PC1~2","FNsmall "
"7969","nbr.na",0,"F116","PC1~2","FNsmall "
"7970","min",-0.345991418937347,"F116","PC1~2","FNsmall "
"7971","max",0.0409169640992413,"F116","PC1~2","FNsmall "
"7972","range",0.386908383036588,"F116","PC1~2","FNsmall "
"7973","sum",-12.4888227607101,"F116","PC1~2","FNsmall "
"7974","median",-0.121437191091177,"F116","PC1~2","FNsmall "
"7975","mean",-0.124888227607101,"F116","PC1~2","FNsmall "
"7976","SE.mean",0.0070129799892207,"F116","PC1~2","FNsmall "
"7977","CI.mean.0.95",0.013915273775748,"F116","PC1~2","FNsmall "
"7978","var",0.004918188832921,"F116","PC1~2","FNsmall "
"7979","std.dev",0.070129799892207,"F116","PC1~2","FNsmall "
"7980","coef.var",-0.561540516955976,"F116","PC1~2","FNsmall "
"7981","nbr.val",100,"F116","PC1~2","FW_1 "
"7982","nbr.null",0,"F116","PC1~2","FW_1 "
"7983","nbr.na",0,"F116","PC1~2","FW_1 "
"7984","min",0.577036409684338,"F116","PC1~2","FW_1 "
"7985","max",0.660638879607133,"F116","PC1~2","FW_1 "
"7986","range",0.083602469922795,"F116","PC1~2","FW_1 "
"7987","sum",62.1117376994786,"F116","PC1~2","FW_1 "
"7988","median",0.622039500998387,"F116","PC1~2","FW_1 "
"7989","mean",0.621117376994786,"F116","PC1~2","FW_1 "
"7990","SE.mean",0.00177465407256636,"F116","PC1~2","FW_1 "
"7991","CI.mean.0.95",0.00352129869398805,"F116","PC1~2","FW_1 "
"7992","var",0.000314939707727638,"F116","PC1~2","FW_1 "
"7993","std.dev",0.0177465407256636,"F116","PC1~2","FW_1 "
"7994","coef.var",0.0285719597985303,"F116","PC1~2","FW_1 "
"7995","nbr.val",100,"F116","PC1~2","FW_50 "
"7996","nbr.null",0,"F116","PC1~2","FW_50 "
"7997","nbr.na",0,"F116","PC1~2","FW_50 "
"7998","min",0.61425384012678,"F116","PC1~2","FW_50 "
"7999","max",0.689675651793309,"F116","PC1~2","FW_50 "
"8000","range",0.0754218116665291,"F116","PC1~2","FW_50 "
"8001","sum",65.6449376435105,"F116","PC1~2","FW_50 "
"8002","median",0.657843225743683,"F116","PC1~2","FW_50 "
"8003","mean",0.656449376435105,"F116","PC1~2","FW_50 "
"8004","SE.mean",0.00173335305388418,"F116","PC1~2","FW_50 "
"8005","CI.mean.0.95",0.00343934851260108,"F116","PC1~2","FW_50 "
"8006","var",0.000300451280940963,"F116","PC1~2","FW_50 "
"8007","std.dev",0.0173335305388418,"F116","PC1~2","FW_50 "
"8008","coef.var",0.026404976775167,"F116","PC1~2","FW_50 "
"8009","nbr.val",100,"F116","PC1~2","GFW_1 "
"8010","nbr.null",0,"F116","PC1~2","GFW_1 "
"8011","nbr.na",0,"F116","PC1~2","GFW_1 "
"8012","min",0.579230380875046,"F116","PC1~2","GFW_1 "
"8013","max",0.665199182492373,"F116","PC1~2","GFW_1 "
"8014","range",0.085968801617327,"F116","PC1~2","GFW_1 "
"8015","sum",62.0721405726543,"F116","PC1~2","GFW_1 "
"8016","median",0.620209044299813,"F116","PC1~2","GFW_1 "
"8017","mean",0.620721405726543,"F116","PC1~2","GFW_1 "
"8018","SE.mean",0.00172902518289529,"F116","PC1~2","GFW_1 "
"8019","CI.mean.0.95",0.00343076107762063,"F116","PC1~2","GFW_1 "
"8020","var",0.000298952808308608,"F116","PC1~2","GFW_1 "
"8021","std.dev",0.0172902518289529,"F116","PC1~2","GFW_1 "
"8022","coef.var",0.0278550919453389,"F116","PC1~2","GFW_1 "
"8023","nbr.val",100,"F116","PC1~2","GFW_50 "
"8024","nbr.null",0,"F116","PC1~2","GFW_50 "
"8025","nbr.na",0,"F116","PC1~2","GFW_50 "
"8026","min",0.609209234061523,"F116","PC1~2","GFW_50 "
"8027","max",0.702000659953804,"F116","PC1~2","GFW_50 "
"8028","range",0.092791425892281,"F116","PC1~2","GFW_50 "
"8029","sum",66.0632114303697,"F116","PC1~2","GFW_50 "
"8030","median",0.662950923382426,"F116","PC1~2","GFW_50 "
"8031","mean",0.660632114303697,"F116","PC1~2","GFW_50 "
"8032","SE.mean",0.00186301680478789,"F116","PC1~2","GFW_50 "
"8033","CI.mean.0.95",0.0036966295251505,"F116","PC1~2","GFW_50 "
"8034","var",0.000347083161492209,"F116","PC1~2","GFW_50 "
"8035","std.dev",0.0186301680478789,"F116","PC1~2","GFW_50 "
"8036","coef.var",0.0282005183285935,"F116","PC1~2","GFW_50 "
"8037","nbr.val",100,"F116","PC1~2","GHW_1 "
"8038","nbr.null",0,"F116","PC1~2","GHW_1 "
"8039","nbr.na",0,"F116","PC1~2","GHW_1 "
"8040","min",0.566861264910018,"F116","PC1~2","GHW_1 "
"8041","max",0.663449824383388,"F116","PC1~2","GHW_1 "
"8042","range",0.09658855947337,"F116","PC1~2","GHW_1 "
"8043","sum",61.5621329910934,"F116","PC1~2","GHW_1 "
"8044","median",0.617511458011478,"F116","PC1~2","GHW_1 "
"8045","mean",0.615621329910934,"F116","PC1~2","GHW_1 "
"8046","SE.mean",0.00194047240599297,"F116","PC1~2","GHW_1 "
"8047","CI.mean.0.95",0.00385031824205693,"F116","PC1~2","GHW_1 "
"8048","var",0.000376543315842015,"F116","PC1~2","GHW_1 "
"8049","std.dev",0.0194047240599297,"F116","PC1~2","GHW_1 "
"8050","coef.var",0.0315205518670659,"F116","PC1~2","GHW_1 "
"8051","nbr.val",100,"F116","PC1~2","GHW_50 "
"8052","nbr.null",0,"F116","PC1~2","GHW_50 "
"8053","nbr.na",0,"F116","PC1~2","GHW_50 "
"8054","min",0.591551401574774,"F116","PC1~2","GHW_50 "
"8055","max",0.690355899986343,"F116","PC1~2","GHW_50 "
"8056","range",0.0988044984115689,"F116","PC1~2","GHW_50 "
"8057","sum",64.6780077911505,"F116","PC1~2","GHW_50 "
"8058","median",0.646966632590706,"F116","PC1~2","GHW_50 "
"8059","mean",0.646780077911505,"F116","PC1~2","GHW_50 "
"8060","SE.mean",0.00185686676005964,"F116","PC1~2","GHW_50 "
"8061","CI.mean.0.95",0.00368442650214768,"F116","PC1~2","GHW_50 "
"8062","var",0.000344795416461438,"F116","PC1~2","GHW_50 "
"8063","std.dev",0.0185686676005964,"F116","PC1~2","GHW_50 "
"8064","coef.var",0.0287093994307243,"F116","PC1~2","GHW_50 "
"8065","nbr.val",100,"F116","PC1~2","HD_1 "
"8066","nbr.null",0,"F116","PC1~2","HD_1 "
"8067","nbr.na",0,"F116","PC1~2","HD_1 "
"8068","min",0.581503462218319,"F116","PC1~2","HD_1 "
"8069","max",0.657720606679486,"F116","PC1~2","HD_1 "
"8070","range",0.076217144461167,"F116","PC1~2","HD_1 "
"8071","sum",62.1521232493529,"F116","PC1~2","HD_1 "
"8072","median",0.622564326564532,"F116","PC1~2","HD_1 "
"8073","mean",0.621521232493529,"F116","PC1~2","HD_1 "
"8074","SE.mean",0.00178299712128947,"F116","PC1~2","HD_1 "
"8075","CI.mean.0.95",0.00353785311269234,"F116","PC1~2","HD_1 "
"8076","var",0.000317907873452653,"F116","PC1~2","HD_1 "
"8077","std.dev",0.0178299712128947,"F116","PC1~2","HD_1 "
"8078","coef.var",0.0286876300932813,"F116","PC1~2","HD_1 "
"8079","nbr.val",100,"F116","PC1~2","HD_50. "
"8080","nbr.null",0,"F116","PC1~2","HD_50. "
"8081","nbr.na",0,"F116","PC1~2","HD_50. "
"8082","min",0.603552259624661,"F116","PC1~2","HD_50. "
