Order in barchart,Individual,Accession,Alt ID,Latitude,Longitude,Prefecture (Japan),Collection type,Species based on morphology,Study,"Korea, N China",Yangtze-Qinling,Central Japan,North Japan,SE China,South Japan,Msa,Sichuan,DAPC group,Included in sPCA?,Sac-17,Sac-26,Sac-10,Sac-13,Sac-2,Sac-3,Mcp-10,Mcp-16,Mcp-2,Mcp-5,plastid haplotype ID (letter),plastid haplotype  ID (number),DNA content (pg/2C),Ploidy
387,Tohoku-2010-030Ac,Tohoku-2010-030A,,38.66,139.97,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.482,0.438,0.001,0.079,0,0,3,yes,251,194,294,306,270,287,215,225,227,249,A,28,,
389,Tohoku-2010-030Ad,Tohoku-2010-030A,,38.66,139.97,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.48,0.465,0,0.055,0,0,3,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
408,Tohoku-2010-030Ae,Tohoku-2010-030A,,38.66,139.97,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.447,0.512,0,0.039,0,0,3,yes,255,194,295,305,266,285,216,225,228,242,H,27,,
403,Tohoku-2010-030b,Tohoku-2010-030,,38.66,139.97,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.453,0.504,0.001,0.04,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
393,Tohoku-2010-030c,Tohoku-2010-030,,38.66,139.97,Yamagata,seed,M. sinensis,Japan dense-sampling,0.001,0,0.47,0.447,0.005,0.077,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
406,Tohoku-2010-030d,Tohoku-2010-030,,38.66,139.97,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.451,0.495,0.001,0.053,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
401,Tohoku-2010-030e,Tohoku-2010-030,,38.66,139.97,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.456,0.511,0,0.032,0,0,3,yes,251,194,294,306,270,287,215,226,227,249,C,6,,
873,Tohoku-2010-031,Tohoku-2010-031,JPN-2010-016,38.66,139.97,Yamagata,clonal,M. sinensis,Japan dense-sampling,0.292,0.511,0,0,0.195,0.001,0,0,2,no,255,194,294,305,267,285,216,225,228,242,,43,,
872,Tohoku-2010-032,Tohoku-2010-032,JPN-2010-017,38.66,139.97,Yamagata,clonal,M. sinensis,Japan dense-sampling,0.282,0.467,0.026,0.002,0.216,0.006,0,0.001,2,no,255,194,295,305,266,285,216,225,228,242,H,27,5.42,2x
27,Tohoku-2010-033,Tohoku-2010-033,JPN-2010-013,38.72,139.9,Yamagata,clonal,M. sacchariflorus,Japan dense-sampling,0.027,0.001,0.002,0.002,0.001,0.002,0.965,0,7,no,248,193,296,307,267,292,213,224,226,259,,42,8.4,4x
49,Tohoku-2010-034,Tohoku-2010-034,JPN-2010-014,38.72,139.86,Yamagata,clonal,M. sacchariflorus,Japan dense-sampling,0.021,0,0.033,0.005,0,0.002,0.937,0.001,7,no,248,193,296,307,267,292,213,224,226,259,,42,8.36,4x
405,Tohoku-2010-035a,Tohoku-2010-035,,38.46,139.99,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.451,0.492,0,0.055,0,0,3,yes,251,194,294,306,270,287,216,226,227,249,D,56,,
388,Tohoku-2010-035b,Tohoku-2010-035,,38.46,139.99,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.481,0.459,0,0.059,0,0,3,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
417,Tohoku-2010-035c,Tohoku-2010-035,,38.46,139.99,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.416,0.501,0.001,0.081,0.001,0,3,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
409,Tohoku-2010-035d,Tohoku-2010-035,,38.46,139.99,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.444,0.501,0,0.053,0,0,3,yes,255,194,294,305,266,285,216,224,228,242,J,7,,
399,Tohoku-2010-035e,Tohoku-2010-035,,38.46,139.99,Yamagata,seed,M. sinensis,Japan dense-sampling,0,0,0.457,0.461,0,0.081,0,0,3,yes,255,194,294,305,266,287,216,224,228,242,,57,,
14,Tohoku-2010-036,Tohoku-2010-036,JPN-2010-002,38.38,140.32,Yamagata,clonal,M. sacchariflorus,Japan dense-sampling,0.006,0.003,0.001,0,0.002,0.001,0.98,0.007,7,no,248,193,297,307,267,283,213,224,226,259,,41,8.55,4x
62,Tohoku-2010-037,Tohoku-2010-037,JPN-2010-015,38.38,140.32,Yamagata,clonal,M. sacchariflorus,Japan dense-sampling,0,0,0.006,0.001,0.008,0.068,0.908,0.007,7,no,248,193,296,307,267,283,213,224,226,259,,1,8.19,4x
22,Tomatoh Corporation-1,Tomatoh Corporation-1,JPN-2010-005,42.61,141.82,Hokkaido,clonal,M. sacchariflorus,Japan dense-sampling,0,0,0.003,0.023,0,0.001,0.971,0.002,7,no,248,193,296,306,267,284,213,224,226,259,,26,8.33,4x
16,Tomatoh Corporation-2,Tomatoh Corporation-2,JPN-2011-010,42.62,141.81,Hokkaido,clonal,M. sacchariflorus,Japan dense-sampling,0,0,0.001,0.006,0.013,0.003,0.976,0.001,7,no,248,193,296,306,267,284,213,224,226,259,,26,8.4,4x
923,CANE9233,,US47-0011,23.7,120.96,,,M. sinensis,East Asia-wide,0,0,0.022,0.001,0.8,0.005,0.092,0.08,5,no,,,,,,,,,,,,,,
897,GZ-2010-007,,,24.35,113.17,,,M. floridulus,East Asia-wide,0.001,0,0,0,0.941,0,0.004,0.054,5,no,,,,,,,,,,,,,,
844,JM0001.001,,,44.2,142.05,,,M. sinensis,East Asia-wide,0.007,0.002,0.001,0.988,0.001,0.001,0,0,4,yes,,,,,,,,,,,,,,
857,JM0001.002,,,44.2,142.05,,,M. sinensis,East Asia-wide,0.01,0,0.001,0.977,0.009,0.001,0.002,0.002,4,yes,,,,,,,,,,,,,,
676,JM0001.003,,,44.2,142.05,,,M. sinensis,East Asia-wide,0.014,0,0.024,0.943,0.001,0.009,0.002,0.006,4,yes,,,,,,,,,,,,,,
767,JM0007.001,,,43.9,141.71,,,M. sinensis,East Asia-wide,0,0,0.009,0.987,0.001,0.001,0,0,4,yes,,,,,,,,,,,,,,
680,JM0008.001,,,44.17,142.41,,,M. sinensis,East Asia-wide,0.007,0,0.023,0.961,0.002,0.001,0.004,0.001,4,yes,,,,,,,,,,,,,,
843,JM0022.001,,,43.38,141.89,,,M. sinensis,East Asia-wide,0,0.001,0.001,0.996,0.001,0.001,0,0.001,4,yes,,,,,,,,,,,,,,
768,JM0022.002,,,43.38,141.89,,,M. sinensis,East Asia-wide,0.001,0.001,0.009,0.982,0.001,0.005,0,0.001,4,yes,,,,,,,,,,,,,,
707,JM0022.003,,,43.38,141.89,,,M. sinensis,East Asia-wide,0.016,0.005,0.019,0.944,0.001,0.002,0.007,0.005,4,yes,,,,,,,,,,,,,,
824,JM0026.001,,,43.32,141.52,,,M. sinensis,East Asia-wide,0.013,0.001,0.002,0.955,0.002,0,0.017,0.01,4,yes,,,,,,,,,,,,,,
738,JM0026.002,,,43.32,141.52,,,M. sinensis,East Asia-wide,0.002,0.001,0.013,0.982,0,0,0,0,4,yes,,,,,,,,,,,,,,
856,JM0026.003,,,43.32,141.52,,,M. sinensis,East Asia-wide,0.001,0.001,0.001,0.978,0.01,0.001,0.001,0.007,4,yes,,,,,,,,,,,,,,
673,JM0034.001,,,43.18,141.31,,,M. sinensis,East Asia-wide,0.007,0.001,0.025,0.952,0.003,0.01,0,0.001,4,yes,,,,,,,,,,,,,,
845,JM0040.001,,,43.04,141.29,,,M. sinensis,East Asia-wide,0,0.012,0.001,0.977,0.003,0,0.001,0.005,4,yes,,,,,,,,,,,,,,
762,JM0040.003,,,43.04,141.29,,,M. sinensis,East Asia-wide,0,0.001,0.009,0.989,0,0,0,0,4,yes,,,,,,,,,,,,,,
810,JM0045.002,,,43.21,140.94,,,M. sinensis,East Asia-wide,0.002,0.003,0.004,0.973,0.003,0.012,0.001,0.002,4,yes,,,,,,,,,,,,,,
811,JM0047.001,,,43.3,140.55,,,M. sinensis,East Asia-wide,0,0.002,0.003,0.986,0,0.007,0.001,0,4,yes,,,,,,,,,,,,,,
686,JM0047.002,,,43.3,140.55,,,M. sinensis,East Asia-wide,0.003,0,0.022,0.951,0.003,0.01,0.005,0.006,4,yes,,,,,,,,,,,,,,
630,JM0048.001,,,43.33,140.36,,,M. sinensis,East Asia-wide,0.002,0.001,0.034,0.944,0,0.01,0.003,0.005,4,yes,,,,,,,,,,,,,,
835,JM0050.001,,,42.95,140.56,,,M. sinensis,East Asia-wide,0,0,0.002,0.992,0,0.004,0.001,0.001,4,yes,,,,,,,,,,,,,,
751,JM0050.002,,,42.95,140.56,,,M. sinensis,East Asia-wide,0.001,0,0.011,0.976,0.002,0.008,0.001,0.001,4,yes,,,,,,,,,,,,,,
638,JM0050.003,,,42.95,140.56,,,M. sinensis,East Asia-wide,0.002,0.002,0.032,0.944,0,0.008,0.005,0.006,4,yes,,,,,,,,,,,,,,
570,JM0051.002,,,42.84,140.65,,,M. sinensis,East Asia-wide,0.013,0.003,0.056,0.879,0,0.028,0.011,0.009,4,yes,,,,,,,,,,,,,,
667,JM0051.003,,,42.84,140.65,,,M. sinensis,East Asia-wide,0.002,0.001,0.026,0.958,0,0.003,0.006,0.004,4,yes,,,,,,,,,,,,,,
567,JM0053.002,,,42.18,140.44,,,M. sinensis,East Asia-wide,0.009,0.002,0.057,0.927,0,0.003,0.001,0.001,4,yes,,,,,,,,,,,,,,
596,JM0055.001,,,42.4,140.3,,,M. sinensis,East Asia-wide,0.001,0,0.045,0.917,0.002,0.03,0.005,0,4,yes,,,,,,,,,,,,,,
566,JM0055.002,,,42.4,140.3,,,M. sinensis,East Asia-wide,0.002,0,0.057,0.928,0.006,0.003,0.002,0,4,yes,,,,,,,,,,,,,,
562,JM0057.001,,,42.47,140.2,,,M. sinensis,East Asia-wide,0.001,0.001,0.061,0.929,0.001,0.001,0.004,0.002,4,yes,,,,,,,,,,,,,,
644,JM0057.002,,,42.47,140.2,,,M. sinensis,East Asia-wide,0.001,0.001,0.031,0.952,0.004,0.009,0,0.001,4,yes,,,,,,,,,,,,,,
260,JM0058.001,,,42.6,140.65,,,M. sinensis,East Asia-wide,0.001,0.001,0.667,0.083,0.004,0.241,0.004,0,3,yes,,,,,,,,,,,,,,
270,JM0058.002,,,42.6,140.65,,,M. sinensis,East Asia-wide,0.001,0.001,0.727,0.044,0.001,0.224,0.003,0,3,yes,,,,,,,,,,,,,,
282,JM0058.003,,,42.6,140.65,,,M. sinensis,East Asia-wide,0.001,0,0.665,0.105,0.014,0.211,0.003,0,3,yes,,,,,,,,,,,,,,
540,JM0059.001,,,42.56,140.8,,,M. sinensis,East Asia-wide,0.002,0.005,0.071,0.9,0.002,0.004,0.008,0.009,4,yes,,,,,,,,,,,,,,
582,JM0059.002,,,42.56,140.8,,,M. sinensis,East Asia-wide,0.001,0,0.05,0.939,0,0.007,0,0.001,4,yes,,,,,,,,,,,,,,
576,JM0061.002,,,42.78,140.8,,,M. sinensis,East Asia-wide,0.002,0.001,0.054,0.928,0.001,0.009,0.003,0.001,4,yes,,,,,,,,,,,,,,
538,JM0062.001,,,41.72,141.01,,,M. sinensis,East Asia-wide,0.018,0.005,0.072,0.867,0.002,0.024,0.005,0.007,4,yes,,,,,,,,,,,,,,
549,JM0062.002,,,41.72,141.01,,,M. sinensis,East Asia-wide,0.001,0.001,0.066,0.887,0.002,0.03,0.008,0.005,4,yes,,,,,,,,,,,,,,
559,JM0062.003,,,41.72,141.01,,,M. sinensis,East Asia-wide,0.005,0,0.063,0.925,0.002,0.003,0,0.001,4,yes,,,,,,,,,,,,,,
524,JM0069.001,,,41.4,140.22,,,M. sinensis,East Asia-wide,0.001,0,0.105,0.845,0,0.044,0.001,0.004,4,yes,,,,,,,,,,,,,,
518,JM0069.002,,,41.4,140.22,,,M. sinensis,East Asia-wide,0,0,0.138,0.816,0,0.043,0.002,0,4,yes,,,,,,,,,,,,,,
536,JM0073.002,,,44.54,142.34,,,M. sinensis,East Asia-wide,0.002,0,0.074,0.885,0.001,0.037,0,0,4,yes,,,,,,,,,,,,,,
528,JM0075.002,,,41.98,140.67,,,M. sinensis,East Asia-wide,0.001,0.014,0.096,0.864,0.001,0.018,0.004,0.001,4,yes,,,,,,,,,,,,,,
542,JM0076.001,,,42.07,140.8,,,M. sinensis,East Asia-wide,0,0,0.068,0.918,0.001,0.012,0.001,0,4,yes,,,,,,,,,,,,,,
527,JM0076.002,,,42.07,140.8,,,M. sinensis,East Asia-wide,0,0,0.097,0.895,0,0.007,0,0,4,yes,,,,,,,,,,,,,,
692,JM0079.001,,,43.62,144.45,,,M. sinensis,East Asia-wide,0.001,0,0.022,0.965,0.004,0.007,0.001,0,4,yes,,,,,,,,,,,,,,
649,JM0079.002,,,43.62,144.45,,,M. sinensis,East Asia-wide,0,0,0.031,0.963,0.004,0.001,0,0,4,yes,,,,,,,,,,,,,,
748,JM0080.001,,,43.66,144.25,,,M. sinensis,East Asia-wide,0.004,0,0.011,0.981,0.001,0.001,0.001,0.001,4,yes,,,,,,,,,,,,,,
457,JM0085.001,,,39.44,141.07,,,M. sinensis,East Asia-wide,0.001,0.014,0.304,0.637,0.006,0.034,0.002,0.001,4,yes,,,,,,,,,,,,,,
612,JM0085.002,,,39.44,141.07,,,M. sinensis,East Asia-wide,0.001,0.001,0.04,0.942,0,0.005,0.005,0.005,4,yes,,,,,,,,,,,,,,
606,JM0085.003,,,39.44,141.07,,,M. sinensis,East Asia-wide,0.02,0.007,0.041,0.865,0.001,0.032,0.019,0.013,4,yes,,,,,,,,,,,,,,
330,JM0091.001,,,36.56,139.56,,,M. sinensis,East Asia-wide,0.019,0.017,0.627,0.133,0.006,0.161,0.018,0.018,3,yes,,,,,,,,,,,,,,
333,JM0091.002,,,36.56,139.56,,,M. sinensis,East Asia-wide,0.002,0.001,0.682,0.151,0.003,0.159,0.001,0.001,3,yes,,,,,,,,,,,,,,
727,JM0093.001,,,36.05,138.46,,,M. sinensis,East Asia-wide,0.001,0.002,0.015,0.963,0.001,0.012,0.005,0.001,4,yes,,,,,,,,,,,,,,
319,JM0094.001,,,36.05,138.46,,,M. sinensis,East Asia-wide,0,0,0.709,0.103,0.002,0.172,0.014,0,3,yes,,,,,,,,,,,,,,
275,JM0094.002,,,36.05,138.46,,,M. sinensis,East Asia-wide,0,0.001,0.707,0.068,0.003,0.22,0,0,3,yes,,,,,,,,,,,,,,
291,JM0094.003,,,36.05,138.46,,,M. sinensis,East Asia-wide,0.002,0,0.716,0.075,0.001,0.2,0.005,0,3,yes,,,,,,,,,,,,,,
290,JM0095.001,,,35.89,138.42,,,M. sinensis,East Asia-wide,0.002,0.001,0.704,0.089,0,0.203,0.001,0,3,yes,,,,,,,,,,,,,,
297,JM0095.002,,,35.89,138.42,,,M. sinensis,East Asia-wide,0,0,0.724,0.077,0.001,0.197,0,0,3,yes,,,,,,,,,,,,,,
467,JM0096.001,,,35.91,138.41,,,M. sinensis,East Asia-wide,0,0,0.295,0.651,0,0.051,0,0.002,4,yes,,,,,,,,,,,,,,
454,JM0096.002,,,35.91,138.41,,,M. sinensis,East Asia-wide,0.001,0.003,0.308,0.633,0.003,0.048,0.001,0.003,4,yes,,,,,,,,,,,,,,
310,JM0098.001,,,35.47,138.29,,,M. sinensis,East Asia-wide,0.013,0.004,0.672,0.104,0.003,0.186,0.01,0.007,3,yes,,,,,,,,,,,,,,
325,JM0098.002,,,35.47,138.29,,,M. sinensis,East Asia-wide,0.001,0,0.732,0.096,0.002,0.168,0,0,3,yes,,,,,,,,,,,,,,
298,JM0099.001,,,35.47,138.29,,,M. sinensis,East Asia-wide,0.001,0.001,0.658,0.125,0.018,0.197,0.001,0,3,yes,,,,,,,,,,,,,,
148,JM0118.001,,,33.57,133.39,,,M. sinensis,East Asia-wide,0,0,0.142,0,0.004,0.853,0,0,6,yes,,,,,,,,,,,,,,
717,JM0118.002,,,33.57,133.39,,,M. sinensis,East Asia-wide,0.01,0,0.017,0.957,0.003,0.007,0.005,0.001,4,yes,,,,,,,,,,,,,,
130,JM0118.003,,,33.57,133.39,,,M. sinensis,East Asia-wide,0.001,0.001,0.114,0.004,0.001,0.878,0.001,0,6,yes,,,,,,,,,,,,,,
99,JM0119.001,,,33.56,133.38,,,M. sinensis,East Asia-wide,0,0.001,0.081,0.001,0.005,0.912,0,0,6,yes,,,,,,,,,,,,,,
127,JM0119.002,,,33.56,133.38,,,M. sinensis,East Asia-wide,0.001,0.001,0.103,0.001,0.011,0.882,0,0,6,yes,,,,,,,,,,,,,,
123,JM0125.001,,,31.53,131.24,,,M. sinensis,East Asia-wide,0.01,0.001,0.083,0.007,0.012,0.884,0.001,0.002,6,yes,,,,,,,,,,,,,,
95,JM0125.002,,,31.53,131.24,,,M. sinensis,East Asia-wide,0.001,0.001,0.075,0.001,0.005,0.916,0,0,6,yes,,,,,,,,,,,,,,
104,JM0134.001,,,32.42,131.18,,,M. sinensis,East Asia-wide,0.009,0.005,0.069,0.003,0.006,0.908,0,0.001,6,yes,,,,,,,,,,,,,,
620,JM0134.002,,,32.42,131.18,,,M. sinensis,East Asia-wide,0.019,0.006,0.039,0.92,0,0.005,0.004,0.007,4,yes,,,,,,,,,,,,,,
779,JM0216.001,,,44.22,142.05,,,M. sinensis,East Asia-wide,0.004,0.002,0.007,0.98,0.001,0.004,0.003,0,4,yes,,,,,,,,,,,,,,
789,JM0216.002,,,44.22,142.05,,,M. sinensis,East Asia-wide,0,0.008,0.006,0.98,0.002,0.001,0.003,0,4,yes,,,,,,,,,,,,,,
532,JM0220.001,,,41.45,140.08,,,M. sinensis,East Asia-wide,0.004,0.002,0.085,0.883,0.001,0.018,0.007,0,4,yes,,,,,,,,,,,,,,
529,JM0220.002,,,41.45,140.08,,,M. sinensis,East Asia-wide,0.003,0.002,0.094,0.888,0.003,0.009,0.001,0.001,4,yes,,,,,,,,,,,,,,
360,JM0229.001,,,34.75,136.52,,,M. sinensis,East Asia-wide,0,0,0.783,0.072,0.001,0.138,0.006,0.001,3,yes,,,,,,,,,,,,,,
361,JM0229.002,,,34.75,136.52,,,M. sinensis,East Asia-wide,0.008,0,0.769,0.071,0.012,0.133,0.006,0.001,3,yes,,,,,,,,,,,,,,
198,JM0232.001,,,35.05,133.72,,,M. sinensis,East Asia-wide,0.001,0.001,0.371,0.011,0.001,0.614,0,0,6,yes,,,,,,,,,,,,,,
197,JM0232.002,,,35.05,133.72,,,M. sinensis,East Asia-wide,0.001,0.002,0.338,0.021,0.011,0.627,0,0.001,6,yes,,,,,,,,,,,,,,
160,JM0233.001,,,34.4,132.71,,,M. sinensis,East Asia-wide,0,0,0.145,0.013,0.01,0.831,0,0,6,yes,,,,,,,,,,,,,,
192,JM0233.002,,,34.4,132.71,,,M. sinensis,East Asia-wide,0.05,0.008,0.153,0.026,0.022,0.72,0.008,0.012,6,yes,,,,,,,,,,,,,,
105,JM0239.001,,,36,138.12,,,M. sinensis,East Asia-wide,0,0,0.074,0.001,0.012,0.907,0.001,0.004,6,yes,,,,,,,,,,,,,,
116,JM0239.002,,,36,138.12,,,M. sinensis,East Asia-wide,0.001,0.001,0.095,0.006,0,0.896,0,0,6,yes,,,,,,,,,,,,,,
601,JM0295.001,,,42.5,141.27,,,M. sinensis,East Asia-wide,0.004,0.001,0.044,0.94,0.001,0.006,0.004,0,4,yes,,,,,,,,,,,,,,
556,JM0295.002,,,42.5,141.27,,,M. sinensis,East Asia-wide,0.017,0.001,0.064,0.896,0.001,0.01,0.005,0.007,4,yes,,,,,,,,,,,,,,
749,JM0296.001,,,42.5,141.15,,,M. sinensis,East Asia-wide,0.006,0.003,0.011,0.943,0.009,0.018,0.008,0.001,4,yes,,,,,,,,,,,,,,
700,JM0296.002,,,42.5,141.15,,,M. sinensis,East Asia-wide,0.003,0,0.019,0.965,0.006,0.003,0.003,0,4,yes,,,,,,,,,,,,,,
721,JM0297.001,,,42.5,141.15,,,M. sinensis,East Asia-wide,0,0,0.016,0.971,0,0.007,0.002,0.004,4,yes,,,,,,,,,,,,,,
677,JM0297.002,,,42.5,141.15,,,M. sinensis,East Asia-wide,0,0,0.024,0.97,0,0.002,0,0.003,4,yes,,,,,,,,,,,,,,
698,JM0298.001,,,42.5,141.15,,,M. sinensis,East Asia-wide,0.002,0.001,0.02,0.968,0.001,0.004,0.002,0,4,yes,,,,,,,,,,,,,,
701,JM0298.002,,,42.5,141.15,,,M. sinensis,East Asia-wide,0.012,0.002,0.019,0.941,0.004,0.004,0.008,0.01,4,yes,,,,,,,,,,,,,,
658,JM0300.001,,,42.31,140.99,,,M. sinensis,East Asia-wide,0.002,0.001,0.029,0.94,0,0.017,0.01,0.002,4,yes,,,,,,,,,,,,,,
595,JM0300.002,,,42.31,140.99,,,M. sinensis,East Asia-wide,0,0.002,0.045,0.928,0,0.017,0.007,0.001,4,yes,,,,,,,,,,,,,,
616,JM0303.002,,,42.55,140.79,,,M. sinensis,East Asia-wide,0.011,0.001,0.039,0.918,0,0.022,0.007,0,4,yes,,,,,,,,,,,,,,
648,JM0304.001,,,42.55,140.8,,,M. sinensis,East Asia-wide,0.008,0.001,0.031,0.945,0.003,0.005,0.005,0.003,4,yes,,,,,,,,,,,,,,
657,JM0304.002,,,42.55,140.8,,,M. sinensis,East Asia-wide,0.001,0.001,0.029,0.958,0.002,0,0.006,0.002,4,yes,,,,,,,,,,,,,,
597,JM0307.001,,,42.58,140.46,,,M. sinensis,East Asia-wide,0.001,0.001,0.044,0.946,0.001,0.006,0,0.001,4,yes,,,,,,,,,,,,,,
694,JM0307.002,,,42.58,140.46,,,M. sinensis,East Asia-wide,0,0,0.021,0.973,0,0.004,0,0,4,yes,,,,,,,,,,,,,,
619,JM0308.002,,,42.58,140.46,,,M. sinensis,East Asia-wide,0,0,0.039,0.944,0.001,0.005,0.011,0,4,yes,,,,,,,,,,,,,,
545,JM0310.001,,,42.54,140.86,,,M. sinensis,East Asia-wide,0.017,0.001,0.067,0.896,0.001,0.007,0.006,0.005,4,yes,,,,,,,,,,,,,,
554,JM0310.002,,,42.54,140.86,,,M. sinensis,East Asia-wide,0.001,0,0.064,0.923,0,0.01,0.001,0,4,yes,,,,,,,,,,,,,,
577,JM0311.001,,,42.54,140.86,,,M. sinensis,East Asia-wide,0.002,0,0.054,0.882,0.022,0.037,0.001,0.001,4,yes,,,,,,,,,,,,,,
557,JM0311.002,,,42.54,140.86,,,M. sinensis,East Asia-wide,0.001,0,0.063,0.931,0,0.001,0.002,0,4,yes,,,,,,,,,,,,,,
588,JM0315.001,,,42.54,140.86,,,M. sinensis,East Asia-wide,0.003,0.001,0.048,0.906,0,0.029,0.006,0.006,4,yes,,,,,,,,,,,,,,
660,JM0315.002,,,42.54,140.86,,,M. sinensis,East Asia-wide,0.017,0.001,0.028,0.93,0.001,0.016,0.007,0,4,yes,,,,,,,,,,,,,,
782,JM0317.001,,,42.86,140.69,,,M. sinensis,East Asia-wide,0.011,0.001,0.006,0.945,0.001,0.015,0.008,0.011,4,yes,,,,,,,,,,,,,,
613,JM0317.002,,,42.86,140.69,,,M. sinensis,East Asia-wide,0,0.002,0.04,0.951,0.002,0.001,0.001,0.002,4,yes,,,,,,,,,,,,,,
720,JM0318.001,,,42.87,140.6,,,M. sinensis,East Asia-wide,0,0,0.016,0.97,0,0.002,0.01,0,4,yes,,,,,,,,,,,,,,
693,JM0318.002,,,42.87,140.6,,,M. sinensis,East Asia-wide,0.007,0,0.021,0.96,0,0.005,0.004,0.002,4,yes,,,,,,,,,,,,,,
823,JM0319.001,,,42.87,140.6,,,M. sinensis,East Asia-wide,0,0,0.002,0.994,0.001,0.001,0,0,4,yes,,,,,,,,,,,,,,
637,JM0319.002,,,42.87,140.6,,,M. sinensis,East Asia-wide,0.007,0.008,0.033,0.944,0.002,0.005,0.002,0,4,yes,,,,,,,,,,,,,,
837,JM0325.001,,,43.39,141.58,,,M. sinensis,East Asia-wide,0.002,0,0.002,0.993,0,0,0.002,0.001,4,yes,,,,,,,,,,,,,,
776,JM0325.002,,,43.39,141.58,,,M. sinensis,East Asia-wide,0.002,0,0.007,0.985,0.002,0,0.002,0,4,yes,,,,,,,,,,,,,,
760,JM0326.001,,,43.32,141.81,,,M. sinensis,East Asia-wide,0,0,0.01,0.984,0.001,0,0.002,0.002,4,yes,,,,,,,,,,,,,,
679,JM0341.002,,,43.61,142.46,,,M. sinensis,East Asia-wide,0,0,0.023,0.972,0,0.001,0.002,0.001,4,yes,,,,,,,,,,,,,,
716,JM0342.001,,,43.51,142.58,,,M. sinensis,East Asia-wide,0.01,0.002,0.017,0.956,0.001,0.003,0.005,0.007,4,yes,,,,,,,,,,,,,,
836,JM0342.002,,,43.51,142.58,,,M. sinensis,East Asia-wide,0.002,0.001,0.002,0.993,0.002,0.001,0,0,4,yes,,,,,,,,,,,,,,
695,JM0346.001,,,42.64,143.13,,,M. sinensis,East Asia-wide,0.005,0.001,0.021,0.954,0.014,0.002,0.002,0,4,yes,,,,,,,,,,,,,,
607,JM0346.002,,,42.64,143.13,,,M. sinensis,East Asia-wide,0.01,0.006,0.041,0.927,0.003,0.004,0.004,0.004,4,yes,,,,,,,,,,,,,,
821,JM0347.001,,,43.24,143.08,,,M. sinensis,East Asia-wide,0.008,0.002,0.003,0.974,0.002,0.007,0.005,0,4,yes,,,,,,,,,,,,,,
838,JM0347.002,,,43.24,143.08,,,M. sinensis,East Asia-wide,0,0,0.002,0.997,0,0,0,0,4,yes,,,,,,,,,,,,,,
531,JM0353.001,,,42.05,143.31,,,M. sinensis,East Asia-wide,0.001,0,0.09,0.901,0.001,0.001,0.006,0,4,yes,,,,,,,,,,,,,,
541,JM0353.002,,,42.05,143.31,,,M. sinensis,East Asia-wide,0.015,0.002,0.069,0.91,0.001,0.001,0.002,0.001,4,yes,,,,,,,,,,,,,,
544,JM0358.001,,,42.13,142.9,,,M. sinensis,East Asia-wide,0.007,0.001,0.068,0.916,0.001,0.005,0.001,0,4,yes,,,,,,,,,,,,,,
79,JM0361.001,,,33.02,131.06,,,M. sinensis,East Asia-wide,0,0,0.001,0.001,0,0.998,0,0,6,yes,,,,,,,,,,,,,,
82,JM0361.002,,,33.02,131.06,,,M. sinensis,East Asia-wide,0,0.001,0.016,0.001,0.012,0.969,0,0.001,6,yes,,,,,,,,,,,,,,
84,JM0362.001,,,32.71,131.3,,,M. sinensis,East Asia-wide,0,0,0.041,0.003,0.001,0.955,0,0,6,yes,,,,,,,,,,,,,,
106,JM0362.002,,,32.71,131.3,,,M. sinensis,East Asia-wide,0.002,0.001,0.084,0.005,0.001,0.907,0,0,6,yes,,,,,,,,,,,,,,
1259,KMS005,,,37.35,128.72,,,M. sinensis,East Asia-wide,0.926,0.013,0.005,0.002,0.005,0.044,0.005,0,1,no,,,,,,,,,,,,,,
1264,KMS008,,,36.7,127.01,,,M. sinensis,East Asia-wide,0.924,0.007,0.004,0.001,0.001,0.059,0.004,0,1,no,,,,,,,,,,,,,,
1381,KMS009,,,36.17,128.99,,,M. sinensis,East Asia-wide,0.775,0.025,0.001,0,0,0.198,0,0,1,no,,,,,,,,,,,,,,
1245,KMS011,,,37.74,128.36,,,M. sinensis,East Asia-wide,0.938,0.004,0.022,0,0.001,0.034,0,0,1,no,,,,,,,,,,,,,,
1230,KMS014,,,37.14,127.7,,,M. sinensis,East Asia-wide,0.947,0.017,0.001,0.01,0.002,0.021,0.002,0,1,no,,,,,,,,,,,,,,
