#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-rice-name	rice-symbol	rice-defline
37949342	Sobic.006G101800	Sobic.006G101800.3	Sobic.006G101800.3.p		PTHR23160,PTHR23160:SF3					AT1G22260.1	ZYP1,ZYP1a	Myosin heavy chain-related protein	LOC_Os04g37960.1		synaptonemal complex protein 2, putative, expressed
37947098	Sobic.006G101900	Sobic.006G101900.1	Sobic.006G101900.1.p	PF07690	PTHR23500,PTHR23500:SF73	KOG0254			GO:0055085,GO:0016021	AT1G34580.1		Major facilitator superfamily protein	LOC_Os04g37980.1		transporter family protein, putative, expressed
37948027	Sobic.006G102000	Sobic.006G102000.1	Sobic.006G102000.1.p	PF04755	PTHR31906,PTHR31906:SF5					AT4G22240.1		Plastid-lipid associated protein PAP / fibrillin family protein	LOC_Os09g04790.1		PAP fibrillin family domain containing protein, expressed
37945839	Sobic.006G102100	Sobic.006G102100.1	Sobic.006G102100.1.p	PF12108,PF16837,PF13297,PF11931	PTHR12786,PTHR12786:SF2	KOG2636		K12827		AT5G06160.1	ATO	splicing factor-related	LOC_Os03g50850.1		ZOS3-17 - C2H2 zinc finger protein, expressed
37949175	Sobic.006G102200	Sobic.006G102200.2	Sobic.006G102200.2.p	PF04114	PTHR13304,PTHR13304:SF0				GO:0042765,GO:0016021	AT5G19130.1		GPI transamidase component family protein / Gaa1-like family protein	LOC_Os01g48980.1		GPI transamidase component family protein, putative, expressed
37946370	Sobic.006G102300	Sobic.006G102300.1	Sobic.006G102300.1.p	PF07690	PTHR23500,PTHR23500:SF45	KOG0254			GO:0055085,GO:0016021	AT1G34580.1		Major facilitator superfamily protein	LOC_Os04g38010.1		transporter family protein, putative, expressed
37948654	Sobic.006G102400	Sobic.006G102400.1	Sobic.006G102400.1.p	PF07690	PTHR23500,PTHR23500:SF33	KOG0254			GO:0055085,GO:0016021	AT1G34580.1		Major facilitator superfamily protein	LOC_Os04g37990.1		transporter family protein, putative, expressed
37945497	Sobic.006G102500	Sobic.006G102500.1	Sobic.006G102500.1.p	PF07690	PTHR23500,PTHR23500:SF2	KOG0254			GO:0055085,GO:0016021	AT1G34580.1		Major facilitator superfamily protein	LOC_Os04g38026.1		transporter family protein, putative, expressed
37947219	Sobic.006G102550	Sobic.006G102550.1	Sobic.006G102550.1.p												
37948626	Sobic.006G102600	Sobic.006G102600.1	Sobic.006G102600.1.p												
37948702	Sobic.006G102650	Sobic.006G102650.1	Sobic.006G102650.1.p												
37948061	Sobic.006G102700	Sobic.006G102700.1	Sobic.006G102700.1.p		PTHR23500,PTHR23500:SF173					AT1G34580.1		Major facilitator superfamily protein	LOC_Os02g36490.1		expressed protein
37948060	Sobic.006G102700	Sobic.006G102700.2	Sobic.006G102700.2.p		PTHR23500,PTHR23500:SF173					AT1G34580.1		Major facilitator superfamily protein	LOC_Os02g36490.1		expressed protein
37949351	Sobic.006G102800	Sobic.006G102800.1	Sobic.006G102800.1.p	PF07690	PTHR23500,PTHR23500:SF44	KOG0254			GO:0055085,GO:0016021	AT1G34580.1		Major facilitator superfamily protein	LOC_Os04g38220.1		transporter family protein, putative, expressed
37948294	Sobic.006G102900	Sobic.006G102900.1	Sobic.006G102900.1.p	PF13266	PTHR31132,PTHR31132:SF4					AT4G39860.1			LOC_Os04g38310.1		expressed protein
37945602	Sobic.006G103000	Sobic.006G103000.1	Sobic.006G103000.1.p		PTHR35503,PTHR35503:SF1								LOC_Os04g38320.1		expressed protein
37948388	Sobic.006G103100	Sobic.006G103100.1	Sobic.006G103100.1.p	PF16881,PF04055	PTHR10949,PTHR10949:SF0		2.8.1.8	K03644	GO:0051536,GO:0003824,GO:0051539,GO:0016992,GO:0009107	AT2G20860.1	LIP1	lipoic acid synthase 1	LOC_Os04g38330.1		radical SAM enzyme, putative, expressed
37947286	Sobic.006G103200	Sobic.006G103200.1	Sobic.006G103200.1.p	PF13850,PF07970	PTHR10984,PTHR10984:SF35	KOG2667				AT1G36050.2		Endoplasmic reticulum vesicle transporter protein	LOC_Os04g38340.1		endoplasmic reticulum-Golgi intermediate compartment protein 3, putative, expressed
37947285	Sobic.006G103200	Sobic.006G103200.2	Sobic.006G103200.2.p	PF13850,PF07970	PTHR10984,PTHR10984:SF35	KOG2667				AT1G36050.2		Endoplasmic reticulum vesicle transporter protein	LOC_Os04g38340.1		endoplasmic reticulum-Golgi intermediate compartment protein 3, putative, expressed
37947901	Sobic.006G103300	Sobic.006G103300.1	Sobic.006G103300.1.p	PF01477	PTHR31718,PTHR31718:SF7				GO:0005515	AT4G39730.1		Lipase/lipooxygenase, PLAT/LH2 family protein	LOC_Os04g38370.1		wound/stress protein, putative, expressed
37949345	Sobic.006G103400	Sobic.006G103400.1	Sobic.006G103400.1.p		PTHR15852,PTHR15852:SF27		5.3.4.1			AT1G75690.1		DnaJ/Hsp40 cysteine-rich domain superfamily protein	LOC_Os03g14040.2		expressed protein
37946308	Sobic.006G103500	Sobic.006G103500.1	Sobic.006G103500.1.p												
37946661	Sobic.006G103601	Sobic.006G103601.1	Sobic.006G103601.1.p												
37948363	Sobic.006G103700	Sobic.006G103700.1	Sobic.006G103700.1.p	PF00579	PTHR11946,PTHR11946:SF85	KOG2144	6.1.1.1	K01866	GO:0006418,GO:0005524,GO:0004812,GO:0000166	AT2G33840.1		Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial	LOC_Os08g05490.1		tRNA synthetase, putative, expressed
37948364	Sobic.006G103700	Sobic.006G103700.2	Sobic.006G103700.2.p	PF00579	PTHR11946,PTHR11946:SF85		6.1.1.1	K01866	GO:0006418,GO:0005524,GO:0004812,GO:0000166	AT2G33840.1		Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial	LOC_Os08g05490.1		tRNA synthetase, putative, expressed
37948362	Sobic.006G103700	Sobic.006G103700.3	Sobic.006G103700.3.p	PF00579	PTHR11946,PTHR11946:SF85	KOG2144	6.1.1.1	K01866	GO:0006418,GO:0005524,GO:0004812,GO:0000166	AT2G33840.1		Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial	LOC_Os08g05490.1		tRNA synthetase, putative, expressed
37948365	Sobic.006G103700	Sobic.006G103700.4	Sobic.006G103700.4.p	PF00579			6.1.1.1	K01866	GO:0006418,GO:0005524,GO:0004812,GO:0000166	AT2G33840.1		Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial	LOC_Os08g05490.1		tRNA synthetase, putative, expressed
37948366	Sobic.006G103700	Sobic.006G103700.5	Sobic.006G103700.5.p	PF00579			6.1.1.1	K01866	GO:0006418,GO:0005524,GO:0004812,GO:0000166	AT2G33840.1		Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial	LOC_Os08g05490.1		tRNA synthetase, putative, expressed
37948252	Sobic.006G103800	Sobic.006G103800.1	Sobic.006G103800.1.p		PTHR24351,PTHR24351:SF109								LOC_Os09g31210.1		AGC_PVPK_like_CDK8.1 - ACG kinases include homologs to PKA, PKG and PKC, expressed
37949247	Sobic.006G103900	Sobic.006G103900.1	Sobic.006G103900.1.p	PF01477	PTHR31718,PTHR31718:SF0				GO:0005515	AT4G39730.1		Lipase/lipooxygenase, PLAT/LH2 family protein	LOC_Os04g38390.1		wound/stress protein, putative, expressed
37949248	Sobic.006G103900	Sobic.006G103900.2	Sobic.006G103900.2.p	PF01477	PTHR31718,PTHR31718:SF0				GO:0005515	AT4G39730.1		Lipase/lipooxygenase, PLAT/LH2 family protein	LOC_Os04g38390.1		wound/stress protein, putative, expressed
37945722	Sobic.006G104000	Sobic.006G104000.2	Sobic.006G104000.2.p	PF04873	PTHR33305,PTHR33305:SF4			K14514		AT5G65100.1		Ethylene insensitive 3 family protein	LOC_Os04g38400.1		ethylene-insensitive 3, putative, expressed
37946281	Sobic.006G104100	Sobic.006G104100.1	Sobic.006G104100.1.p	PF13561	PTHR24322,PTHR24322:SF320	KOG1209	1.1.1.300			AT5G10050.1		NAD(P)-binding Rossmann-fold superfamily protein	LOC_Os04g38420.1		oxidoreductase, short chain dehydrogenase/reductase family domain containing protein, expressed
37947146	Sobic.006G104200	Sobic.006G104200.1	Sobic.006G104200.1.p										LOC_Os02g36530.1		expressed protein
37948501	Sobic.006G104300	Sobic.006G104300.1	Sobic.006G104300.1.p	PF01019	PTHR11686,PTHR11686:SF29		2.3.2.2,3.4.19.13	K18592	GO:0006749,GO:0003840	AT4G39640.1	GGT1	gamma-glutamyl transpeptidase 1	LOC_Os04g38450.1		gamma-glutamyltranspeptidase 1 precursor, putative, expressed
37948502	Sobic.006G104300	Sobic.006G104300.2	Sobic.006G104300.2.p	PF01019	PTHR11686,PTHR11686:SF29		2.3.2.2,3.4.19.13	K18592	GO:0006749,GO:0003840	AT4G39640.1	GGT1	gamma-glutamyl transpeptidase 1	LOC_Os04g38450.1		gamma-glutamyltranspeptidase 1 precursor, putative, expressed
37946114	Sobic.006G104400	Sobic.006G104400.1	Sobic.006G104400.1.p		PTHR33109,PTHR33109:SF10					AT1G34245.1	EPF2	Putative membrane lipoprotein	LOC_Os04g38470.1		expressed protein
37946672	Sobic.006G104500	Sobic.006G104500.1	Sobic.006G104500.1.p	PF00560,PF08263,PF00069	PTHR27001,PTHR27001:SF224	KOG1187	2.7.11.1,2.7.10.1	K13418	GO:0005515,GO:0006468,GO:0005524,GO:0004672	AT1G71830.1	ATSERK1,SERK1	somatic embryogenesis receptor-like kinase 1	LOC_Os04g38480.1		BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed
37945435	Sobic.006G104600	Sobic.006G104600.1	Sobic.006G104600.1.p		PTHR31827,PTHR31827:SF8					AT5G64550.1		loricrin-related	LOC_Os04g38525.1		expressed protein
37947342	Sobic.006G104700	Sobic.006G104700.1	Sobic.006G104700.1.p	PF01263	PTHR10091,PTHR10091:SF12	KOG1604	5.1.3.3	K01785	GO:0016853,GO:0005975	AT3G47800.1		Galactose mutarotase-like superfamily protein	LOC_Os02g36600.1		aldose 1-epimerase, putative, expressed
37949306	Sobic.006G104800	Sobic.006G104800.1	Sobic.006G104800.1.p	PF00226,PF11926	PTHR24078,PTHR24078:SF314					AT5G53150.1		DNAJ heat shock N-terminal domain-containing protein	LOC_Os03g28310.1		dnaJ domain containing protein, expressed
37947676	Sobic.006G104900	Sobic.006G104900.1	Sobic.006G104900.1.p	PF01263	PTHR10091,PTHR10091:SF3	KOG1604	5.1.3.3	K01785	GO:0016853,GO:0005975	AT5G15140.1		Galactose mutarotase-like superfamily protein	LOC_Os04g38530.1		aldose 1-epimerase, putative, expressed
37946204	Sobic.006G105000	Sobic.006G105000.1	Sobic.006G105000.1.p	PF01263	PTHR10091,PTHR10091:SF13	KOG1604	5.1.3.3	K01785	GO:0016853,GO:0005975	AT5G15140.1		Galactose mutarotase-like superfamily protein	LOC_Os04g38540.1		aldose 1-epimerase, putative, expressed
37946203	Sobic.006G105000	Sobic.006G105000.2	Sobic.006G105000.2.p	PF01263	PTHR10091,PTHR10091:SF13	KOG1604	5.1.3.3	K01785	GO:0016853,GO:0005975	AT5G15140.1		Galactose mutarotase-like superfamily protein	LOC_Os04g38540.1		aldose 1-epimerase, putative, expressed
37948693	Sobic.006G105100	Sobic.006G105100.1	Sobic.006G105100.1.p	PF01263	PTHR10091,PTHR10091:SF13	KOG1604	5.1.3.3	K01785	GO:0016853,GO:0005975	AT3G47800.1		Galactose mutarotase-like superfamily protein	LOC_Os04g38540.1		aldose 1-epimerase, putative, expressed
37948694	Sobic.006G105100	Sobic.006G105100.2	Sobic.006G105100.2.p	PF01263	PTHR10091,PTHR10091:SF13	KOG1604	5.1.3.3		GO:0016853,GO:0005975	AT3G47800.1		Galactose mutarotase-like superfamily protein	LOC_Os04g38540.1		aldose 1-epimerase, putative, expressed
37948319	Sobic.006G105200	Sobic.006G105200.1	Sobic.006G105200.1.p	PF01263	PTHR10091,PTHR10091:SF13	KOG1604	5.1.3.3	K01785	GO:0016853,GO:0005975	AT5G15140.1		Galactose mutarotase-like superfamily protein	LOC_Os04g38540.1		aldose 1-epimerase, putative, expressed
37945705	Sobic.006G105300	Sobic.006G105300.1	Sobic.006G105300.1.p										LOC_Os04g38550.1		expressed protein
37948980	Sobic.006G105400	Sobic.006G105400.1	Sobic.006G105400.1.p		PTHR35712					AT2G14680.1	MEE13	myosin heavy chain-related	LOC_Os03g31730.1		expressed protein
37948117	Sobic.006G105500	Sobic.006G105500.1	Sobic.006G105500.1.p	PF04043,PF01095	PTHR31707,PTHR31707:SF9		3.1.1.11		GO:0004857,GO:0042545,GO:0030599,GO:0005618	AT3G05610.1		Plant invertase/pectin methylesterase inhibitor superfamily	LOC_Os04g38560.1		pectinesterase, putative, expressed
37946566	Sobic.006G105600	Sobic.006G105600.1	Sobic.006G105600.1.p	PF00005,PF00664	PTHR24221,PTHR24221:SF267		3.6.3.44	K05658	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	AT3G28860.1	ABCB19,ATABCB19,ATMDR1,ATMDR11,ATPGP19,MDR1,MDR11,PGP19	ATP binding cassette subfamily B19	LOC_Os04g38570.1		multidrug resistance protein, putative, expressed
37949113	Sobic.006G105700	Sobic.006G105700.1	Sobic.006G105700.1.p												
37945506	Sobic.006G105750	Sobic.006G105750.1	Sobic.006G105750.1.p												
37945507	Sobic.006G105750	Sobic.006G105750.2	Sobic.006G105750.2.p												
37945508	Sobic.006G105750	Sobic.006G105750.3	Sobic.006G105750.3.p												
37945509	Sobic.006G105750	Sobic.006G105750.4	Sobic.006G105750.4.p												
37948194	Sobic.006G105800	Sobic.006G105800.1	Sobic.006G105800.1.p	PF01479,PF00579	PTHR11766,PTHR11766:SF0		6.1.1.1	K01866	GO:0003723,GO:0006418,GO:0005524,GO:0004812,GO:0000166,GO:0004831	AT3G02660.1	emb2768	Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial	LOC_Os01g31610.1		tyrosyl-tRNA synthetase, putative, expressed
37947607	Sobic.006G105900	Sobic.006G105900.1	Sobic.006G105900.1.p	PF00044,PF02800	PTHR10836,PTHR10836:SF38	KOG0657	1.2.1.12,1.2.1.13	K05298	GO:0055114,GO:0016620	AT1G12900.1	GAPA-2	glyceraldehyde 3-phosphate dehydrogenase A subunit 2	LOC_Os04g38600.2		glyceraldehyde-3-phosphate dehydrogenase, putative, expressed
37947609	Sobic.006G105900	Sobic.006G105900.2	Sobic.006G105900.2.p	PF00044,PF02800	PTHR10836,PTHR10836:SF38	KOG0657	1.2.1.12,1.2.1.13	K05298	GO:0055114,GO:0016620	AT1G12900.1	GAPA-2	glyceraldehyde 3-phosphate dehydrogenase A subunit 2	LOC_Os04g38600.3		glyceraldehyde-3-phosphate dehydrogenase, putative, expressed
37947608	Sobic.006G105900	Sobic.006G105900.3	Sobic.006G105900.3.p	PF00044,PF02800	PTHR10836,PTHR10836:SF38	KOG0657	1.2.1.12,1.2.1.13	K05298	GO:0055114,GO:0016620	AT1G12900.1	GAPA-2	glyceraldehyde 3-phosphate dehydrogenase A subunit 2	LOC_Os04g38600.3		glyceraldehyde-3-phosphate dehydrogenase, putative, expressed
37947611	Sobic.006G105900	Sobic.006G105900.4	Sobic.006G105900.4.p	PF00044,PF02800	PTHR10836,PTHR10836:SF38	KOG0657	1.2.1.12,1.2.1.13		GO:0055114,GO:0016620	AT1G12900.1	GAPA-2	glyceraldehyde 3-phosphate dehydrogenase A subunit 2	LOC_Os04g38600.1		glyceraldehyde-3-phosphate dehydrogenase, putative, expressed
37947612	Sobic.006G105900	Sobic.006G105900.5	Sobic.006G105900.5.p	PF00044,PF02800	PTHR10836,PTHR10836:SF38	KOG0657	1.2.1.12,1.2.1.13		GO:0055114,GO:0016620	AT1G12900.1	GAPA-2	glyceraldehyde 3-phosphate dehydrogenase A subunit 2	LOC_Os04g38600.1		glyceraldehyde-3-phosphate dehydrogenase, putative, expressed
37947610	Sobic.006G105900	Sobic.006G105900.6	Sobic.006G105900.6.p	PF00044,PF02800	PTHR10836,PTHR10836:SF38	KOG0657	1.2.1.12,1.2.1.13	K05298	GO:0055114,GO:0016620	AT1G12900.1	GAPA-2	glyceraldehyde 3-phosphate dehydrogenase A subunit 2	LOC_Os04g38600.3		glyceraldehyde-3-phosphate dehydrogenase, putative, expressed
37946638	Sobic.006G106000	Sobic.006G106000.1	Sobic.006G106000.1.p	PF04603	PTHR15837,PTHR15837:SF0	KOG3329				AT1G69680.1		Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein	LOC_Os04g38610.2		RAN guanine nucleotide release factor, putative, expressed
37946637	Sobic.006G106000	Sobic.006G106000.2	Sobic.006G106000.2.p	PF04603	PTHR15837,PTHR15837:SF0	KOG3329				AT1G69680.1		Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein	LOC_Os04g38610.2		RAN guanine nucleotide release factor, putative, expressed
37946639	Sobic.006G106000	Sobic.006G106000.3	Sobic.006G106000.3.p	PF04603	PTHR15837,PTHR15837:SF0	KOG3329				AT1G69680.1		Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein	LOC_Os04g38610.2		RAN guanine nucleotide release factor, putative, expressed
37947698	Sobic.006G106100	Sobic.006G106100.1	Sobic.006G106100.1.p	PF00411	PTHR11759,PTHR11759:SF11	KOG0407		K02955	GO:0006412,GO:0005840,GO:0003735	AT3G52580.1		Ribosomal protein S11 family protein	LOC_Os02g06700.2		ribosomal protein, putative, expressed
37946409	Sobic.006G106200	Sobic.006G106200.1	Sobic.006G106200.1.p	PF00956	PTHR11875,PTHR11875:SF68	KOG1508		K11290	GO:0006334,GO:0005634	AT1G18800.1	NRP2	NAP1-related protein 2	LOC_Os04g38620.1		NAP domain containing protein, putative, expressed
37948422	Sobic.006G106300	Sobic.006G106300.1	Sobic.006G106300.1.p	PF00271,PF12513	PTHR12131,PTHR12131:SF1		3.6.4.13	K17675	GO:0016817	AT5G39840.1		ATP-dependent RNA helicase, mitochondrial, putative	LOC_Os04g38630.1		helicase conserved C-terminal domain containing protein, expressed
37948423	Sobic.006G106300	Sobic.006G106300.2	Sobic.006G106300.2.p	PF00271,PF12513	PTHR12131,PTHR12131:SF1		3.6.4.13	K17675	GO:0016817	AT5G39840.1		ATP-dependent RNA helicase, mitochondrial, putative	LOC_Os04g38630.1		helicase conserved C-terminal domain containing protein, expressed
37946696	Sobic.006G106400	Sobic.006G106400.1	Sobic.006G106400.1.p	PF13180,PF13365	PTHR22939,PTHR22939:SF99	KOG1320	3.4.21.107		GO:0005515	AT5G39830.1	DEG8,DEGP8	Trypsin family protein with PDZ domain	LOC_Os04g38640.1		OsDegp5 - Putative Deg protease homologue, expressed
37948142	Sobic.006G106500	Sobic.006G106500.1	Sobic.006G106500.1.p		PTHR36726								LOC_Os02g36730.1		expressed protein
37948783	Sobic.006G106600	Sobic.006G106600.1	Sobic.006G106600.1.p	PF01656	PTHR10803,PTHR10803:SF8	KOG2825	3.6.3.16	K01551	GO:0016887,GO:0005524	AT3G10350.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein	LOC_Os02g51100.1		arsenical pump-driving ATPase, putative, expressed
37947162	Sobic.006G106700	Sobic.006G106700.1	Sobic.006G106700.1.p	PF01490	PTHR22950,PTHR22950:SF280	KOG1303		K15015		AT5G15240.1		Transmembrane amino acid transporter family protein	LOC_Os04g38680.1		transmembrane amino acid transporter protein, putative, expressed
37949318	Sobic.006G106800	Sobic.006G106800.1	Sobic.006G106800.1.p							AT3G29034.1					
37946930	Sobic.006G106900	Sobic.006G106900.1	Sobic.006G106900.1.p	PF04535	PTHR11615,PTHR11615:SF141					AT5G15290.1		Uncharacterised protein family (UPF0497)	LOC_Os04g38690.1		membrane associated DUF588 domain containing protein, putative, expressed
37945480	Sobic.006G107000	Sobic.006G107000.1	Sobic.006G107000.1.p												
37945588	Sobic.006G107100	Sobic.006G107100.1	Sobic.006G107100.1.p	PF16913	PTHR31376,PTHR31376:SF14				GO:0016021,GO:0005215	AT4G18210.1	ATPUP10,PUP10	purine permease 10	LOC_Os04g49757.1		purine permease, putative, expressed
37945589	Sobic.006G107100	Sobic.006G107100.2	Sobic.006G107100.2.p	PF16913	PTHR31376,PTHR31376:SF14				GO:0016021,GO:0005215	AT1G44750.1	ATPUP11,PUP11	purine permease 11	LOC_Os04g49757.1		purine permease, putative, expressed
37945590	Sobic.006G107100	Sobic.006G107100.3	Sobic.006G107100.3.p	PF16913	PTHR31376,PTHR31376:SF14				GO:0016021,GO:0005215	AT1G44750.1	ATPUP11,PUP11	purine permease 11	LOC_Os04g49757.1		purine permease, putative, expressed
37949201	Sobic.006G107200	Sobic.006G107200.1	Sobic.006G107200.1.p	PF01967	PTHR22960		4.1.99.18	K03639	GO:0006777	AT1G01290.2	CNX3	cofactor of nitrate reductase and xanthine dehydrogenase 3	LOC_Os04g38700.2		molybdopterin biosynthesis protein CNX3, putative, expressed
37949213	Sobic.006G107266	Sobic.006G107266.1	Sobic.006G107266.1.p												
37946934	Sobic.006G107332	Sobic.006G107332.1	Sobic.006G107332.1.p		PTHR33087,PTHR33087:SF2								LOC_Os08g09890.1		expressed protein
37948016	Sobic.006G107400	Sobic.006G107400.1	Sobic.006G107400.1.p	PF02365	PTHR31744,PTHR31744:SF13				GO:0006355,GO:0003677	AT5G61430.1	ANAC100,ATNAC5,NAC100	NAC domain containing protein 100	LOC_Os04g38720.1		no apical meristem protein, putative, expressed
37948146	Sobic.006G107500	Sobic.006G107500.1	Sobic.006G107500.1.p	PF00249	PTHR10641,PTHR10641:SF604			K09422		AT5G15310.1	ATMIXTA,ATMYB16,MYB16	myb domain protein 16	LOC_Os04g38740.1		MYB family transcription factor, putative, expressed
37949057	Sobic.006G107600	Sobic.006G107600.1	Sobic.006G107600.1.p	PF04839	PTHR35108,PTHR35108:SF1			K19032	GO:0006412,GO:0005840,GO:0003735	AT1G68590.1		Ribosomal protein PSRP-3/Ycf65	LOC_Os04g38750.1		plastid-specific 30S ribosomal protein 3, chloroplast precursor, putative, expressed
37945817	Sobic.006G107700	Sobic.006G107700.1	Sobic.006G107700.1.p	PF00319,PF01486	PTHR11945,PTHR11945:SF144	KOG0014			GO:0046983,GO:0003677,GO:0006355,GO:0005634,GO:0003700	AT3G57230.1	AGL16	AGAMOUS-like 16	LOC_Os02g36924.1		OsMADS27 - MADS-box family gene with MIKCc type-box, expressed
37945816	Sobic.006G107700	Sobic.006G107700.2	Sobic.006G107700.2.p	PF00319,PF01486	PTHR11945,PTHR11945:SF144	KOG0014		K09264	GO:0046983,GO:0003677,GO:0006355,GO:0005634,GO:0003700	AT3G57230.1	AGL16	AGAMOUS-like 16	LOC_Os02g36924.1		OsMADS27 - MADS-box family gene with MIKCc type-box, expressed
37949112	Sobic.006G107766	Sobic.006G107766.1	Sobic.006G107766.1.p												
37947984	Sobic.006G107832	Sobic.006G107832.1	Sobic.006G107832.1.p												
37946811	Sobic.006G107900	Sobic.006G107900.1	Sobic.006G107900.1.p	PF04749	PTHR15907,PTHR15907:SF47					AT5G35525.1		PLAC8 family protein	LOC_Os02g36940.1		uncharacterized Cys-rich domain containing protein, putative, expressed
37949060	Sobic.006G108000	Sobic.006G108000.1	Sobic.006G108000.1.p	PF02181	PTHR23213,PTHR23213:SF219					AT3G05470.1		Actin-binding FH2 (formin homology 2) family protein	LOC_Os04g38810.1		formin, putative, expressed
37946356	Sobic.006G108100	Sobic.006G108100.1	Sobic.006G108100.1.p	PF14368	PTHR33044,PTHR33044:SF19					AT4G14815.1		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	LOC_Os04g38840.1		LTPL81 - Protease inhibitor/seed storage/LTP family protein precursor, expressed
37946744	Sobic.006G108200	Sobic.006G108200.2	Sobic.006G108200.2.p		PTHR36367					AT3G25805.1			LOC_Os04g38850.1		expressed protein
37946745	Sobic.006G108200	Sobic.006G108200.3	Sobic.006G108200.3.p		PTHR36367					AT3G25805.1			LOC_Os04g38850.1		expressed protein
37948708	Sobic.006G108300	Sobic.006G108300.1	Sobic.006G108300.1.p	PF01490	PTHR22950,PTHR22950:SF327	KOG1303				AT1G25530.1		Transmembrane amino acid transporter family protein	LOC_Os04g38860.1		expressed protein
37948709	Sobic.006G108300	Sobic.006G108300.2	Sobic.006G108300.2.p	PF01490	PTHR22950,PTHR22950:SF327	KOG1303				AT1G25530.1		Transmembrane amino acid transporter family protein	LOC_Os04g38860.2		expressed protein
37948710	Sobic.006G108300	Sobic.006G108300.3	Sobic.006G108300.3.p	PF01490	PTHR22950,PTHR22950:SF327	KOG1303				AT1G25530.1		Transmembrane amino acid transporter family protein	LOC_Os04g38860.1		expressed protein
37946812	Sobic.006G108400	Sobic.006G108400.1	Sobic.006G108400.1.p	PF00244	PTHR18860,PTHR18860:SF36	KOG0841		K06630	GO:0019904	AT3G02520.1	GF14 NU,GRF7	general regulatory factor 7	LOC_Os04g38870.4		14-3-3 protein, putative, expressed
37947033	Sobic.006G108500	Sobic.006G108500.1	Sobic.006G108500.1.p	PF01221	PTHR11886,PTHR11886:SF2	KOG3430	3.6.4.2		GO:0007017,GO:0005875	AT1G23220.1		Dynein light chain type 1 family protein	LOC_Os04g38880.1		dynein light chain type 1 domain containing protein, expressed
37947257	Sobic.006G108600	Sobic.006G108600.1	Sobic.006G108600.1.p	PF01145	PTHR23222,PTHR23222:SF3	KOG3083		K17080	GO:0016020	AT5G40770.1	ATPHB3,PHB3	prohibitin 3	LOC_Os02g37000.1		mitochondrial prohibitin complex protein 1, putative, expressed
37945624	Sobic.006G108700	Sobic.006G108700.1	Sobic.006G108700.1.p	PF08263,PF00069	PTHR27008,PTHR27008:SF45	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT1G48480.1	RKL1	receptor-like kinase 1	LOC_Os04g38910.1		atypical receptor-like kinase MARK, putative, expressed
37946586	Sobic.006G108766	Sobic.006G108766.1	Sobic.006G108766.1.p												
37947259	Sobic.006G108832	Sobic.006G108832.1	Sobic.006G108832.1.p	PF04576	PTHR31422,PTHR31422:SF2					AT1G74830.1		Protein of unknown function, DUF593	LOC_Os04g38920.1		DUF593 domain containing protein, expressed
37946708	Sobic.006G108900	Sobic.006G108900.1	Sobic.006G108900.1.p	PF13041	PTHR24015,PTHR24015:SF771					AT1G09680.1		Pentatricopeptide repeat (PPR) superfamily protein	LOC_Os04g38930.1		pentatricopeptide, putative, expressed
37946231	Sobic.006G109000	Sobic.006G109000.1	Sobic.006G109000.1.p	PF01988	PTHR31851,PTHR31851:SF8	KOG4473				AT2G01770.1	ATVIT1,VIT1	vacuolar iron transporter 1	LOC_Os04g38940.1		integral membrane protein, putative, expressed
37949433	Sobic.006G109100	Sobic.006G109100.1	Sobic.006G109100.1.p	PF07722	PTHR11922,PTHR11922:SF37	KOG0026	4.1.3.27	K01658	GO:0016787,GO:0006541	AT1G25220.1	ASB1,TRP4,WEI7	anthranilate synthase beta subunit 1	LOC_Os04g38950.1		class I glutamine amidotransferase, putative, expressed
37949434	Sobic.006G109100	Sobic.006G109100.2	Sobic.006G109100.2.p	PF00117	PTHR11922,PTHR11922:SF37		4.1.3.27			AT1G25220.1	ASB1,TRP4,WEI7	anthranilate synthase beta subunit 1	LOC_Os04g38950.2		class I glutamine amidotransferase, putative, expressed
37947254	Sobic.006G109200	Sobic.006G109200.1	Sobic.006G109200.1.p	PF12776	PTHR31704,PTHR31704:SF4					AT2G24960.1			LOC_Os04g38960.1		expressed protein
37946741	Sobic.006G109300	Sobic.006G109300.1	Sobic.006G109300.1.p	PF14570	PTHR12603					AT3G48070.2		RING/U-box superfamily protein	LOC_Os02g37030.1		protein binding protein, putative, expressed
